#{"t_start": 1738173668.0426607, "env_id": "CustomHopperWithObstacles-source-v0"}
r,l,t
1271.677581,267,3001.839935
1434.908131,317,3002.019253
1469.812896,321,3002.180339
1303.259389,316,3002.338959
1349.689688,300,3002.488643
1319.570275,302,3002.639565
1363.510251,308,3002.793466
1319.332072,298,3002.942959
1373.084433,309,3003.097133
1340.018661,305,3003.249629
1318.187113,300,3003.399573
1362.159378,300,3003.549151
1375.873252,298,3003.698048
1327.22826,301,3003.850554
1418.576879,318,3004.013221
1314.980452,300,3004.168244
1339.963788,300,3004.318149
1303.485311,314,3004.476893
1419.956567,315,3004.641451
1467.849229,320,3004.809703
1384.52663,310,3004.966073
1381.01854,298,3005.114966
1317.352319,301,3005.265936
1256.944203,316,3005.424474
1328.999227,302,3005.575388
1364.506717,295,3005.722881
1381.688749,317,3005.881108
1321.980392,315,3006.047694
1365.58883,300,3006.209085
1364.699412,309,3006.363421
1375.551359,310,3006.519871
1431.214531,316,3006.681282
1400.029946,318,3006.859442
1409.492525,315,3007.051829
1435.326834,316,3007.239718
1258.9277,321,3007.429443
1339.467705,301,3007.604122
1327.170334,302,3007.765349
1271.903606,317,3007.929452
1445.261124,319,3008.092157
1353.13472,317,3008.251906
1307.708507,316,3008.410728
1395.279611,312,3008.567389
1431.799809,317,3008.726343
1376.313978,317,3008.88528
1440.138283,320,3009.046307
1391.850639,316,3009.206378
1397.109377,312,3009.364729
1319.295663,303,3009.516801
1385.121982,311,3009.673298
1373.567306,297,3009.836442
1375.189076,297,3010.823244
1323.926026,268,3011.072508
1301.418969,255,3011.286576
1032.255409,249,3011.502478
1136.655125,275,3011.736598
1273.311842,325,3012.039113
1134.485768,270,3012.296879
1249.001706,295,3012.595481
878.001985,245,3012.736314
1284.567386,295,3012.906928
1032.532069,263,3013.055672
1251.517824,292,3013.202759
1261.32546,297,3013.351275
1282.952759,297,3013.519464
1226.118023,296,3013.689537
1246.238771,290,3013.853632
1302.435597,295,3014.020718
1246.663295,292,3014.19368
1217.89776,296,3014.374524
1295.716311,294,3014.551846
1118.287576,268,3014.714403
891.289809,260,3014.869214
1234.340431,294,3015.043616
1297.660535,303,3015.224016
1272.468103,291,3015.396259
1131.701408,288,3015.567432
1077.822461,260,3015.717364
1187.515316,294,3015.875322
1101.886726,289,3016.020109
1248.836384,290,3016.168022
1126.326838,291,3016.316769
1179.384498,291,3016.465554
1249.897833,296,3016.615427
1075.940011,263,3016.749768
1310.915746,296,3016.898216
1268.823803,294,3017.045097
1247.966488,290,3017.189102
1220.28552,286,3017.339729
1318.738853,297,3017.495723
1004.169467,257,3017.629925
1255.85664,296,3017.776778
1193.935528,292,3017.924616
1265.941943,292,3018.073413
1199.781677,291,3018.22267
1341.136207,296,3018.372176
1092.951992,268,3018.50925
1148.130462,266,3018.645089
1279.803962,294,3018.793834
1182.97311,291,3018.938837
1123.448441,267,3019.071983
1198.627738,291,3019.218964
1286.255074,294,3019.373949
1072.493175,272,3019.514659
1253.695214,291,3019.661696
1188.094111,293,3019.811816
1251.708279,295,3019.959324
1308.95686,296,3020.106087
1148.757072,265,3021.084688
1140.490968,234,3021.265053
910.984002,230,3021.437849
1235.346269,281,3021.651056
1083.274826,250,3021.840986
1061.720225,270,3022.045206
2089.939806,384,3022.331744
1248.200097,294,3022.592714
1263.134635,294,3022.740615
1223.951031,281,3022.883076
1264.405375,293,3023.031208
1231.559831,284,3023.17544
1195.815704,280,3023.319149
1260.662357,295,3023.469779
1255.42118,288,3023.616995
1198.654826,279,3023.759907
1166.533107,274,3023.900571
1248.98489,290,3024.048491
1235.036952,290,3024.196345
1217.090404,288,3024.354489
1262.226569,284,3024.505934
1271.86224,299,3024.658091
1251.422711,290,3024.803242
1284.20105,300,3024.956251
1283.824445,298,3025.108147
1276.790934,298,3025.256836
1246.567833,289,3025.40136
1272.963533,295,3025.563107
1274.828651,299,3025.732887
1235.264872,291,3025.901353
1157.319053,274,3026.060637
1196.80023,279,3026.222775
1271.636722,296,3026.394229
1175.228365,278,3026.555579
1172.169954,276,3026.715848
1268.151555,294,3026.884893
1269.74136,293,3027.053082
1220.677532,281,3027.212988
1257.559533,295,3027.388536
1270.608491,297,3027.559212
1273.43864,298,3027.727311
1276.515249,302,3027.898439
1175.672964,276,3028.058351
1189.127119,280,3028.231322
1266.226603,294,3028.394436
1262.698982,295,3028.547389
1220.131766,285,3028.709383
1248.848626,290,3028.855401
1270.258966,295,3029.020352
1202.352987,277,3029.167958
1156.19441,274,3029.321395
1261.512447,295,3029.485409
1262.660276,296,3029.649159
1193.568245,277,3029.793829
1247.781032,289,3029.938266
1185.622703,279,3030.079751
1248.029432,284,3030.230366
1187.274812,285,3031.242909
1285.601771,262,3031.464373
1497.067083,287,3031.707051
1104.032945,278,3031.945369
1395.24717,303,3032.209969
3166.727171,500,3032.624985
1103.903672,253,3032.862761
1045.597076,241,3032.986962
1120.911118,254,3033.114476
1124.399068,251,3033.240185
1133.418499,254,3033.367496
1440.443317,287,3033.512177
1124.326487,249,3033.636838
1132.876637,256,3033.767781
1130.878607,250,3033.895395
1078.030693,254,3034.025335
1122.196241,252,3034.151196
1129.628685,256,3034.281399
1097.300332,255,3034.410172
1087.417302,254,3034.53815
1084.828874,253,3034.664693
1124.218242,251,3034.789931
1085.211944,255,3034.917649
1110.946763,254,3035.044967
1134.327522,251,3035.170587
1104.052817,253,3035.296983
1115.567874,259,3035.426644
1083.584801,254,3035.555001
1124.594265,255,3035.685331
1076.992605,253,3035.81507
1044.116199,241,3035.938163
1072.393005,252,3036.067177
1130.776676,250,3036.194823
1124.836885,250,3036.322205
1102.837216,253,3036.45133
1093.772353,253,3036.580604
945.535905,231,3036.698723
1065.980831,253,3036.828807
1119.477493,249,3036.955863
1133.783717,252,3037.083984
1078.586078,255,3037.211529
1129.139518,253,3037.337922
1079.033544,257,3037.466529
942.266732,231,3037.581748
1106.611984,249,3037.705627
1121.901699,254,3037.832131
1096.522252,256,3037.960307
1106.206944,254,3038.087325
1114.632018,254,3038.213975
1132.70745,253,3038.340708
1130.428158,253,3038.470496
1132.260075,251,3038.598615
1193.12215,275,3038.749274
1114.252186,255,3038.880594
1108.814106,252,3039.010229
1104.786281,254,3039.140825
1099.432474,267,3040.145472
967.981383,224,3040.330293
1073.434054,271,3040.553853
626.920369,199,3040.732944
1021.659803,265,3040.964264
1619.754261,351,3041.263249
1546.579862,349,3041.542659
3309.072932,500,3041.916779
2454.507654,418,3042.138098
3303.223643,500,3042.405871
2422.313524,412,3042.622268
1606.054849,349,3042.810124
2044.983197,362,3043.004369
1733.237522,349,3043.191624
2661.715329,440,3043.427257
2658.810056,421,3043.652448
3561.204299,496,3043.917829
1645.143907,345,3044.102783
3377.092474,483,3044.361041
2252.123916,382,3044.56564
3559.029988,500,3044.833036
1849.621014,345,3045.017598
3401.180198,500,3045.285351
2243.869857,381,3045.489686
3502.975166,497,3045.755861
2033.844886,384,3045.961632
2402.948791,410,3046.181265
3327.595817,500,3046.448791
2637.236773,425,3046.676497
1709.820958,347,3046.857094
3454.431046,500,3047.106263
2662.178367,422,3047.316312
2486.736893,408,3047.519296
2509.270116,407,3047.721689
3390.784668,500,3047.97029
3401.22254,500,3048.218947
1450.266373,338,3048.38767
1589.174098,349,3048.561897
2288.484239,399,3048.760514
3352.302897,500,3049.013616
1646.936366,343,3049.188377
3015.481842,447,3049.415551
3097.935882,461,3049.650067
1606.748087,349,3049.828288
1611.498087,348,3050.00598
2890.406795,443,3050.230963
2028.832653,360,3050.418761
1489.905425,338,3050.600722
2350.092848,393,3050.811501
1624.145798,349,3050.990182
2384.916711,406,3051.206622
1822.528448,343,3051.390336
1763.418613,354,3051.580313
2860.875874,440,3051.816397
3372.325989,500,3052.076491
2475.589571,423,3052.286875
2948.62539,451,3052.511318
2264.336242,366,3053.580708
1097.094356,283,3053.816682
898.2931,245,3054.02152
1249.752054,289,3054.270833
1193.562813,280,3054.509739
1061.15024,274,3054.735856
1269.630486,289,3054.976743
736.469473,207,3055.125791
607.573809,194,3055.235486
1090.219268,242,3055.372957
777.243954,210,3055.49162
922.714943,226,3055.619556
869.086139,220,3055.743564
609.635121,191,3055.846498
798.818069,214,3055.955801
645.04183,194,3056.05461
809.92853,216,3056.165621
614.522895,197,3056.266877
914.10199,224,3056.381977
845.554085,217,3056.493465
870.216273,220,3056.606318
839.20238,217,3056.717738
678.962818,200,3056.820872
800.091672,215,3056.931504
891.16035,222,3057.045605
608.615503,195,3057.14562
835.775539,217,3057.257182
1022.071489,235,3057.378202
644.605141,196,3057.478973
943.579624,229,3057.596867
658.682606,197,3057.707048
607.671146,192,3057.816377
779.133922,214,3057.938606
695.392273,215,3058.062147
723.647145,201,3058.177067
756.627057,206,3058.294557
931.978951,227,3058.424398
826.081794,215,3058.547213
659.524486,198,3058.660384
951.821171,228,3058.791326
857.777592,218,3058.915833
754.327272,206,3059.033558
702.353633,204,3059.150004
608.067678,192,3059.259558
761.56885,211,3059.380202
646.041029,195,3059.491091
923.492919,225,3059.61371
601.622103,193,3059.713004
644.536485,196,3059.812494
645.658736,186,3059.907055
672.887557,198,3060.007381
972.875225,230,3060.124252
660.436556,190,3060.220308
711.533827,203,3060.340585
735.490162,207,3060.44864
645.380734,195,3060.545454
614.661659,194,3060.641568
661.023487,192,3061.527884
807.176513,213,3061.712792
1440.577566,343,3062.005941
1245.145676,267,3062.228003
1135.606184,290,3062.469167
955.470846,246,3062.674064
1261.770628,306,3062.929908
1120.274977,269,3063.230683
1121.157285,269,3063.366301
1114.074657,268,3063.502331
1126.222886,268,3063.636241
1097.723928,280,3063.778026
1105.497537,268,3063.91325
1120.272041,268,3064.048898
1118.724482,268,3064.182967
1155.408714,271,3064.322559
1082.954611,274,3064.461373
1136.99045,270,3064.597304
1123.044959,270,3064.732625
1120.050454,270,3064.869055
1136.93928,271,3065.008167
1071.327092,271,3065.147537
1116.041656,282,3065.291233
1132.358517,271,3065.426903
1087.330827,272,3065.562913
1097.124269,268,3065.702515
1090.967014,273,3065.841138
1109.269074,285,3065.98577
1128.490148,269,3066.124263
1089.196705,269,3066.261825
1069.964512,272,3066.399812
1152.270843,270,3066.535637
1209.763076,274,3066.673267
1179.360726,272,3066.811769
1082.684778,269,3066.950483
1117.756616,268,3067.085942
1089.30532,269,3067.223884
1129.209152,270,3067.364708
1070.525371,270,3067.50284
1090.113982,269,3067.638516
1116.592477,284,3067.78485
1103.662048,279,3067.926484
1069.847577,272,3068.064386
1115.709281,268,3068.200351
1079.602234,271,3068.337896
1086.420449,279,3068.478527
1086.25878,271,3068.614017
1125.430577,272,3068.750035
1092.194936,275,3068.908999
1120.496859,267,3069.044543
1089.711102,271,3069.183759
1093.833887,268,3069.330134
1133.686301,270,3069.482603
1112.136661,270,3069.661616
1105.330914,268,3069.833717
1187.262537,272,3070.026389
1128.992961,270,3070.186077
1165.265236,273,3071.19192
921.455597,224,3071.380046
1118.1325,280,3071.613422
1605.378789,319,3071.877029
1225.109332,265,3072.077623
1042.32755,285,3072.291423
1460.39608,281,3072.498815
1164.207485,282,3072.753189
1163.669316,282,3072.898432
1164.28665,274,3073.035498
1168.452056,282,3073.1822
1146.407606,269,3073.321185
1156.997565,278,3073.460388
1172.137054,275,3073.597723
1177.669113,275,3073.738505
1165.401178,275,3073.877071
1175.244362,277,3074.019081
1164.616346,279,3074.160085
1156.805196,272,3074.297929
1155.707115,279,3074.438099
1173.607155,282,3074.579343
1153.85402,282,3074.721237
1138.240135,277,3074.859627
1158.525835,279,3074.999077
1146.719202,280,3075.138633
1163.527055,274,3075.277564
1156.780124,280,3075.418278
1172.248791,279,3075.557259
1164.947551,279,3075.696552
1153.804753,282,3075.83977
1178.687819,277,3075.980861
1166.996738,277,3076.138137
1165.70927,277,3076.330962
1152.767035,278,3076.513304
1164.44671,279,3076.696341
1156.511205,280,3076.886465
1178.535113,276,3077.08205
1154.794843,279,3077.262438
1156.086601,272,3077.432201
1145.153536,268,3077.589515
1193.77072,278,3077.747819
1159.119881,270,3077.89793
1166.130911,280,3078.042958
1164.051563,275,3078.180673
1138.096134,266,3078.313992
1167.839749,283,3078.455734
1165.092439,274,3078.592964
1186.085069,279,3078.733762
1172.930147,280,3078.877167
1167.204121,276,3079.018561
1154.645603,270,3079.156929
1176.790465,276,3079.298203
1164.464316,275,3079.439162
1174.30744,276,3079.580546
1163.422733,269,3079.718578
1159.118797,272,3079.857869
1183.255615,276,3079.999192
1086.976556,257,3080.914209
1155.172833,269,3081.113487
1054.55685,244,3081.293466
1086.991121,279,3081.499464
642.414555,187,3081.637477
980.386354,230,3081.809971
958.92528,233,3081.982879
1181.424648,266,3082.179826
1345.654456,318,3082.413054
1300.740133,356,3082.609442
1599.803075,341,3082.801766
1310.040752,303,3082.97208
1558.706073,332,3083.159533
1360.996307,328,3083.345454
2965.913126,490,3083.622893
1430.067713,303,3083.794397
1182.200268,271,3083.947162
1196.929967,283,3084.115839
1486.181741,305,3084.287274
1442.105527,306,3084.459059
1465.901425,325,3084.641228
1524.834304,322,3084.822226
1418.145299,318,3085.004008
3089.189926,500,3085.324638
1406.631376,314,3085.533544
1104.235271,262,3085.708184
1857.966957,371,3085.922172
1551.965628,339,3086.102622
1482.992589,325,3086.276005
1309.223569,312,3086.435777
1548.268651,335,3086.602993
1500.517719,319,3086.765348
1457.525405,324,3086.928319
1496.540783,307,3087.081632
1457.471567,323,3087.242956
1489.692641,311,3087.436434
1112.202567,269,3087.599716
1771.606793,362,3087.799967
1274.554329,289,3087.944834
1451.301899,322,3088.104981
3121.209102,500,3088.355698
1233.765731,286,3088.497926
1496.135695,315,3088.654994
1602.714687,341,3088.826671
1525.953303,327,3088.990049
1352.863103,318,3089.151082
1157.678311,272,3089.291103
1589.705699,340,3089.461932
1813.426663,333,3089.630234
1349.738275,356,3089.808283
1309.865547,355,3089.985434
1617.794574,326,3090.148176
1592.730807,341,3090.318782
1620.075392,412,3090.528583
1262.235922,287,3090.671797
1581.497909,339,3090.842259
1825.369381,377,3091.030514
1427.448355,318,3091.190074
1271.13216,342,3092.158331
1058.459355,269,3092.357678
1149.97014,294,3092.575884
1116.901739,306,3092.801771
1249.267778,284,3093.012471
1410.818265,282,3093.22049
1083.035509,256,3093.565413
1091.979031,256,3093.693959
1157.062893,271,3093.829444
1081.687356,255,3093.968239
1200.411244,276,3094.116837
1080.868796,257,3094.248474
1306.606159,291,3094.411792
1287.379139,285,3094.570021
1277.553945,280,3094.715516
1277.033954,284,3094.873541
1080.320807,256,3095.025288
1295.712925,285,3095.173627
1278.276164,279,3095.323311
1291.820851,285,3095.4726
1275.147531,288,3095.625184
1286.089265,287,3095.768811
1286.818979,285,3095.916799
1307.426304,290,3096.063398
1297.6077,290,3096.208527
1272.706564,286,3096.352444
1200.773692,276,3096.493543
1284.432127,287,3096.643947
1155.051457,272,3096.801568
1101.822885,259,3096.939059
1305.041608,291,3097.094004
1098.838377,257,3097.234467
1298.259138,284,3097.381561
1297.724904,287,3097.525146
1129.597745,264,3097.658291
1288.694712,290,3097.803446
1285.768053,288,3097.950988
1302.069426,290,3098.09928
1099.956446,261,3098.24183
1287.17264,290,3098.393336
1303.14805,291,3098.542028
1299.59222,288,3098.689246
1292.577837,290,3098.836785
1284.884758,289,3098.988133
1073.294746,255,3099.125801
1291.838093,287,3099.274152
1284.428035,289,3099.419865
1302.099137,285,3099.563321
1117.69753,264,3099.703381
1311.856185,288,3099.872793
1274.861686,279,3100.03365
1288.055667,290,3100.200605
1292.325241,281,3100.351518
1282.440916,287,3100.508605
1287.135853,289,3100.675646
1276.776261,289,3100.832031
1124.044101,255,3101.730837
1096.27159,251,3101.915772
1125.263674,244,3102.103822
1174.391299,273,3102.353991
1452.414756,315,3102.619971
1566.66818,324,3102.85906
1005.848355,244,3103.038892
950.269086,288,3103.312711
993.593714,281,3103.470833
1035.882433,284,3103.612631
1085.258687,291,3103.757851
1010.834251,282,3103.898952
967.436982,288,3104.04339
1029.941163,284,3104.185665
943.276825,290,3104.331042
1010.510628,282,3104.472305
1029.021205,283,3104.613758
937.984533,290,3104.758842
1022.312893,283,3104.90195
1011.304988,283,3105.054474
975.077408,285,3105.215984
973.959632,286,3105.369524
1000.638788,281,3105.50993
1021.637655,283,3105.653526
1074.306255,290,3105.801026
945.480544,289,3105.948802
1003.093415,282,3106.094264
1082.629997,290,3106.239524
951.957226,288,3106.386135
945.723148,292,3106.532786
985.462904,283,3106.674546
1039.687079,285,3106.81843
1027.109519,283,3106.961795
998.103325,283,3107.103478
993.317177,282,3107.244799
996.272487,284,3107.386993
945.815042,292,3107.534581
1012.337988,282,3107.675846
1024.356027,280,3107.817078
951.569698,290,3107.963307
1085.19991,291,3108.108908
950.753971,289,3108.255047
1069.892074,290,3108.400721
973.007498,287,3108.54474
1011.421836,282,3108.689848
1003.824274,283,3108.832617
1004.948882,283,3108.975103
996.490452,282,3109.13699
965.51107,287,3109.284158
998.721514,284,3109.445144
1001.434848,281,3109.604992
1009.852687,282,3109.750736
980.327392,283,3109.895246
1018.715562,281,3110.047676
1013.555968,282,3110.215513
954.258703,292,3110.366078
1027.923976,284,3110.508446
496.482438,169,3111.395315
995.846713,263,3111.596794
1047.661432,247,3111.785206
1211.667397,248,3112.012283
1168.916526,271,3112.217904
1287.360136,304,3112.458206
1133.726117,271,3112.662402
1284.846969,253,3112.847903
1007.456502,234,3113.019601
1034.263599,255,3113.155962
1013.106221,252,3113.299767
1174.588563,258,3113.446438
1175.393993,284,3113.623615
1193.371005,286,3113.827417
1176.272283,285,3114.003346
1191.376958,264,3114.151064
1213.444609,290,3114.313921
1107.18339,246,3114.458291
876.837489,232,3114.589891
1132.321792,273,3114.744903
1114.462683,244,3114.873877
1040.210564,237,3114.991635
1176.410221,282,3115.132627
986.427875,243,3115.256934
696.239103,196,3115.353738
966.396762,229,3115.467194
1199.128003,284,3115.617122
1017.935162,234,3115.743961
1183.818305,261,3115.876169
820.393332,214,3115.995454
1084.024054,253,3116.128801
965.489067,246,3116.250972
767.194181,208,3116.354062
941.045122,226,3116.482897
1196.535582,270,3116.628944
1153.397014,250,3116.777788
1105.579593,244,3116.918696
1160.975284,252,3117.058189
928.768483,237,3117.187734
1117.82277,246,3117.310054
1174.271645,256,3117.43921
1205.971483,284,3117.589602
1128.256747,248,3117.724778
975.937994,229,3117.838257
906.967579,222,3117.969673
957.049122,245,3118.098313
1075.513593,254,3118.239467
1050.009371,238,3118.37859
1168.582696,261,3118.509775
970.264284,229,3118.623679
1173.772796,285,3118.783857
1264.982476,293,3118.961038
1190.774272,284,3119.109199
1024.948357,251,3119.237873
1018.689002,257,3119.366951
905.098437,222,3119.477253
1149.037118,250,3119.604232
753.451908,206,3119.707905
1106.444495,249,3120.572872
1528.462626,331,3120.816593
1199.034034,294,3121.032716
1137.598975,285,3121.24311
1217.975785,259,3121.435322
668.47332,175,3121.56403
1053.513283,254,3121.769545
1037.224326,260,3122.06975
1244.818551,295,3122.242281
1241.391445,295,3122.406695
1029.853887,258,3122.539467
1227.412936,293,3122.686223
1068.393649,263,3122.84515
1085.186379,271,3122.991485
1048.395701,258,3123.122232
1164.632913,267,3123.257801
1210.979854,270,3123.392974
1053.705699,260,3123.523137
1231.8877,293,3123.671606
1054.455686,259,3123.803918
1050.076244,261,3123.93761
1129.988056,264,3124.075255
1233.668895,292,3124.237117
1069.032964,263,3124.376411
1109.455243,262,3124.516777
1115.844523,263,3124.648704
1047.835612,264,3124.78255
1048.202741,264,3124.915143
1047.793865,258,3125.048073
1117.981125,276,3125.196778
1266.183031,297,3125.358652
1057.974947,259,3125.49304
1100.522689,262,3125.626762
1239.595147,295,3125.779029
1056.684571,264,3125.924192
1055.890759,260,3126.063269
1038.302141,260,3126.199747
1062.860967,268,3126.335994
1242.587993,295,3126.483674
1109.686418,275,3126.622367
1038.054882,262,3126.756282
1052.218527,262,3126.891977
1121.839312,277,3127.03698
1041.453806,258,3127.168612
1033.497677,258,3127.299373
1049.283021,261,3127.431195
1059.056067,258,3127.56071
1115.209344,263,3127.699944
1049.285009,260,3127.840875
1041.749519,259,3127.981249
1057.267498,258,3128.113098
1025.198123,254,3128.245656
1054.634265,263,3128.382233
1096.357873,261,3128.513422
1041.435705,261,3128.644051
1058.446402,259,3128.774082
1341.685328,304,3128.945963
1309.403577,283,3129.871205
1013.586994,239,3130.06186
671.028919,196,3130.23628
1753.287186,344,3130.513726
1083.4847,253,3130.700158
1015.364706,226,3130.870252
831.649987,205,3131.02098
1070.700139,249,3131.207584
1147.670033,266,3131.39296
992.402655,233,3131.510011
725.918503,201,3131.609431
1081.113668,254,3131.739077
981.638517,232,3131.862517
945.818257,228,3131.982612
819.366274,218,3132.094851
1037.919947,237,3132.213107
911.733311,225,3132.325311
831.818796,224,3132.437271
938.357979,226,3132.549453
1139.913073,265,3132.684356
1034.418281,246,3132.807057
1138.173813,266,3132.942844
878.325178,223,3133.060026
969.138477,231,3133.181222
714.416876,200,3133.285585
924.141465,227,3133.407224
1183.651055,273,3133.553843
810.926201,220,3133.671029
1018.555106,238,3133.797407
1227.290252,283,3133.94594
1146.744145,268,3134.08744
858.011808,221,3134.204686
863.99587,225,3134.323233
831.426839,222,3134.442054
1254.209439,289,3134.594215
861.63974,218,3134.708707
943.777812,232,3134.832
805.795435,219,3134.947702
1005.514997,243,3135.075438
1149.112073,265,3135.217731
699.765565,196,3135.321159
868.950276,218,3135.434686
750.099987,206,3135.554352
814.799844,214,3135.666844
712.007015,199,3135.76585
882.693146,220,3135.889255
697.015378,195,3135.995441
841.942866,224,3136.109269
875.485506,220,3136.23811
856.198288,225,3136.36931
915.839374,225,3136.493996
810.996285,219,3136.629511
964.606583,234,3136.775476
771.75966,217,3136.901537
1249.26587,287,3137.053176
1230.466677,288,3137.20463
960.333131,231,3137.325858
937.028606,234,3137.469962
752.948562,204,3138.448889
1124.550585,268,3138.684871
1243.570513,268,3138.908733
901.145104,213,3139.087245
1384.890647,315,3139.3536
1306.183285,278,3139.587627
1270.891578,299,3139.834826
1392.96675,282,3140.145652
1398.291864,283,3140.288322
1969.804409,358,3140.4687
1431.851267,286,3140.612825
1361.38789,274,3140.750427
1339.456552,279,3140.912523
1308.416044,266,3141.082493
1894.824625,348,3141.30478
2049.518076,366,3141.560885
1360.071028,291,3141.762094
1408.41756,283,3141.95247
1334.052496,270,3142.128359
1387.89968,278,3142.316449
2228.492066,388,3142.539208
1378.84967,283,3142.696538
1340.689321,281,3142.841749
1409.771841,282,3142.982698
1341.836862,278,3143.127505
1352.184125,281,3143.270262
1439.401621,304,3143.425009
1379.590122,294,3143.574864
1385.024363,279,3143.731318
1970.844466,357,3143.91653
1340.911484,280,3144.057195
1477.08646,311,3144.213827
1349.515909,281,3144.355711
1347.316062,279,3144.49684
1348.832905,281,3144.653417
2128.981576,376,3144.854653
2005.565224,361,3145.036741
1414.015416,303,3145.190352
1620.554481,321,3145.355265
1557.953425,317,3145.516745
1370.456192,282,3145.660622
1375.091131,282,3145.804491
1301.607358,265,3145.938276
1417.73863,284,3146.081059
1577.038857,319,3146.24299
2166.044608,381,3146.437849
1541.075114,314,3146.597466
1441.872551,288,3146.742631
1243.936912,256,3146.877614
1548.595224,316,3147.037762
1436.565801,304,3147.196299
1342.254896,287,3147.359699
1352.770668,279,3147.50059
1379.08746,277,3147.639735
2056.049692,366,3147.824188
1375.640844,276,3147.963255
1358.33456,290,3148.109218
707.720424,198,3148.964745
963.011951,232,3149.197163
1079.153381,250,3149.407079
1153.912375,249,3149.617042
1074.359998,243,3149.846818
1131.266941,260,3150.097696
1147.426151,272,3150.341833
965.104527,243,3150.552574
1416.974658,327,3150.84183
663.000568,206,3150.960852
1160.696923,297,3151.143906
690.712936,208,3151.255821
737.46454,213,3151.376805
1068.001711,288,3151.532983
664.627365,207,3151.637386
683.814466,206,3151.766744
675.166205,206,3151.874713
704.886298,209,3151.983039
1276.974406,311,3152.173584
651.008485,204,3152.280205
687.29545,206,3152.387862
654.325523,204,3152.491806
754.486149,214,3152.600349
984.974681,259,3152.752102
734.520498,215,3152.864034
1161.970377,291,3153.022563
1199.056736,296,3153.183352
1110.091516,281,3153.334701
1112.421097,284,3153.493844
1208.336174,303,3153.657019
1102.029002,286,3153.82927
1153.107222,293,3153.991582
1208.965177,297,3154.151354
1111.507128,282,3154.301209
679.230433,207,3154.404659
722.379568,211,3154.511815
1124.199169,291,3154.65714
1090.659539,290,3154.802064
672.336645,208,3154.906669
658.744056,205,3155.009208
659.497329,204,3155.112976
752.703004,216,3155.221112
1103.694728,292,3155.368383
1182.086502,299,3155.540174
692.774537,208,3155.646701
1161.470122,296,3155.808689
1223.759411,305,3155.967562
727.686677,211,3156.076546
688.207435,205,3156.182989
1111.16592,284,3156.329379
1087.471503,274,3156.471615
664.461521,207,3156.582173
1272.340071,309,3156.749122
1104.46779,287,3156.901048
650.308379,202,3157.005638
1120.357627,309,3157.165259
1109.573171,283,3157.31399
672.508749,206,3157.417322
750.994371,220,3158.28656
793.342689,191,3158.431714
1073.542694,252,3158.620108
1043.19975,253,3158.807906
1088.279414,242,3158.987827
1339.768747,272,3159.199852
1026.618882,254,3159.400801
1225.654186,287,3159.623786
1180.776265,253,3159.823067
1061.390985,239,3159.94408
1140.368388,248,3160.069222
1027.423121,235,3160.189601
1107.251767,236,3160.313975
930.775503,223,3160.432674
994.876986,231,3160.549845
1074.503203,232,3160.669231
1114.137514,244,3160.793531
1096.494953,243,3160.916608
949.852139,225,3161.031826
1094.528072,243,3161.154864
908.838219,221,3161.268045
889.710599,219,3161.379325
914.726042,221,3161.494503
1114.425142,245,3161.619444
1061.877103,237,3161.741258
1060.275671,244,3161.86571
1071.820581,240,3161.98727
1056.275838,237,3162.107643
1098.046604,243,3162.23078
1164.253755,251,3162.359026
1071.107687,232,3162.476745
1105.177052,245,3162.601789
939.868451,224,3162.715337
1001.427524,232,3162.832817
1068.425168,240,3162.957354
1128.047881,246,3163.081924
911.046128,221,3163.19392
1149.224958,249,3163.320067
1126.177211,239,3163.44188
1149.582077,249,3163.56793
1022.224094,235,3163.686835
950.459773,225,3163.804568
1120.314592,245,3163.928604
919.289751,222,3164.040895
1147.7631,243,3164.163774
924.605419,222,3164.276828
1144.51603,242,3164.402387
1156.104863,250,3164.529772
950.06945,225,3164.643817
1183.856291,253,3164.771982
1116.836592,246,3164.896585
1113.884802,245,3165.023361
1160.558976,250,3165.150096
1082.813142,242,3165.273305
1002.633957,239,3165.397104
1180.31773,253,3165.528548
1062.136168,244,3165.654236
1101.503432,247,3165.779427
732.686922,193,3166.614712
999.895444,234,3166.794125
1106.879639,282,3167.016032
1333.068917,271,3167.225564
1073.723513,266,3167.433493
1748.366424,346,3167.703713
1004.765289,248,3167.89712
1085.506732,280,3168.215372
1084.427988,279,3168.357186
1089.702176,278,3168.500014
1071.498813,287,3168.646867
1088.068799,281,3168.789786
1062.798044,287,3168.934447
1093.004254,278,3169.079583
1091.144785,277,3169.225111
1084.45155,277,3169.365287
1082.196542,277,3169.507548
1086.024911,283,3169.658448
1081.597427,277,3169.797869
1083.027787,279,3169.940817
1085.244991,274,3170.087682
1065.619986,286,3170.238764
1092.048993,280,3170.380198
1095.532167,273,3170.517404
1073.204684,284,3170.6603
1079.589776,288,3170.808986
1067.453435,288,3170.957558
1080.074153,287,3171.102762
1085.137955,280,3171.244589
1082.284644,277,3171.383484
1063.667102,287,3171.527647
1083.726364,275,3171.672351
1091.296784,281,3171.831922
1090.458326,277,3171.988512
1078.268775,283,3172.147842
1091.31175,278,3172.30504
1084.761663,279,3172.46279
1089.572928,274,3172.622676
1079.293715,284,3172.785914
1083.29886,278,3172.947088
1091.891123,275,3173.105188
1065.17708,285,3173.2687
1082.634482,277,3173.426166
