#{"t_start": 1736418931.455324, "env_id": "CustomHopper-target-v0"}
r,l,t
954.86677,271,487.860104
1513.428393,440,488.907801
1522.369239,439,489.213153
1534.425112,500,489.565587
626.867197,193,489.703735
1445.887498,500,490.052393
817.957762,276,491.019307
698.166363,214,491.168548
1113.550617,329,491.39743
553.363515,169,491.515882
1576.728161,500,491.857997
1307.182935,438,492.132259
1602.243097,500,493.16149
967.335249,274,493.333147
1121.789504,321,493.53256
955.358859,309,493.724539
692.13657,211,493.856326
939.688225,278,494.029806
1229.920084,350,494.247471
660.001061,225,495.097477
253.581105,111,495.167067
1178.563669,336,495.376007
1482.828814,500,495.68766
1287.166655,383,495.925272
1114.505173,325,496.126759
990.781445,284,497.012158
848.0665,242,497.163297
830.154982,244,497.315262
992.375686,287,497.49411
1723.293421,500,497.854701
980.134681,285,498.055338
1518.0805,500,499.191416
1534.073365,500,499.544074
990.240922,294,499.750576
1602.481949,500,500.100534
531.452134,170,500.220431
993.897164,284,500.414331
1503.411403,500,501.417334
1497.498656,500,501.735406
1452.812792,500,502.074062
1016.006672,303,502.276045
1149.228378,344,502.505761
1113.62142,330,503.434458
951.266399,283,503.616011
1467.887228,500,503.933341
981.898687,286,504.112634
1009.589225,299,504.301372
1444.830667,426,504.568154
1412.002407,406,505.643742
1687.424227,500,505.99302
687.448344,213,506.141995
1516.5323,446,506.428237
1528.591341,452,506.708909
1179.48131,342,513.894984
1286.935085,376,514.922078
1208.159453,350,515.888096
1231.328857,357,516.881244
1217.322889,353,517.85359
1135.469086,329,518.777621
1200.257556,349,519.777851
1250.110834,363,520.791706
1155.77119,335,521.722377
1188.786085,345,522.681466
1247.898129,362,523.694298
1205.353647,349,524.660469
